first_date,last_date,person,name,allegation,text,corruption,crime,elections,ethics,resolved,sexual-harassment-abuse,unresolved,censure,conviction,exclusion,expulsion,plea,reprimand,resignation,settlement
1876-06-06,1876-07-10,401495,Blaine,"selling worthless bonds to Union Pacific Railroad for $64,000","Blaine faced an allegation of selling worthless bonds to Union Pacific Railroad for $64,000. On Jun. 6, 1876, the House Committee on the Judiciary ordered a report. On Jul. 10, 1876, he [resigned](https://ethics.house.gov/sites/ethics.house.gov/files/Historical_Chart_Final_Version%20in%20Word_0.pdf).",,X,,,X,,,,,,,,,X,
1876-07-19,1876-08-06,405269,Hays,accepting money to nominate an individual not from his district to military academy and making false certification regarding residency of the nominee,"Hays faced an allegation of accepting money to nominate an individual not from his district to military academy and making false certification regarding residency of the nominee. On Jul. 19, 1876, the committee recommended 4-2 that the House take no further action but concluded Hays' actions “excites grave suspicions, and shows in any possible view a carelessness which ought not to be tolerated”. On Aug. 6, 1876, the [report of the Judiciary Committee was tabled](https://ethics.house.gov/sites/ethics.house.gov/files/Historical_Chart_Final_Version%20in%20Word_0.pdf).",X,,,,X,,,,,,,,,,
1876-08-09,1876-08-09,406378,King,corruption and false testimony before congressional committee,"King faced an allegation of corruption and false testimony before congressional committee. On Aug. 9, 1876, the [majority report of the Judiciary committee concluded 16-7 that the House had no jurisdiction to investigate an alleged offense committed in a previous Congress that was being reviewed by the courts](https://ethics.house.gov/sites/ethics.house.gov/files/Historical_Chart_Final_Version%20in%20Word_0.pdf).",X,,,,X,,,,,,,,,,
1876-08-09,1876-08-09,409655,Schumaker,corruption and false testimony before congressional committee,"Schumaker faced an allegation of corruption and false testimony before congressional committee. On Aug. 9, 1876, the [majority report of the Judiciary committee concluded 16-7 that the House had no jurisdiction to investigate an alleged offense committed in a previous Congress that was being reviewed by the courts](https://ethics.house.gov/sites/ethics.house.gov/files/Historical_Chart_Final_Version%20in%20Word_0.pdf).",X,,,,X,,,,,,,,,,
1875-02-04,1876-05-02,401887,Brown,"insulting a member in debate and lying to the Speaker on February 4, 1875","Brown faced an allegation of insulting a member in debate and lying to the Speaker on February 4, 1875. On Feb. 4, 1875, the House of Representatives [censured him, 161-79](https://www.govtrack.us/congress/votes/43-2/h377). On May. 2, 1876, the House of Representatives unanimously agreed to resolution rescinding portion of censure regarding comments to Speaker because [the former Speaker concluded Brown “did not in any way intend to prevaricate or deceive the House”](https://ethics.house.gov/sites/ethics.house.gov/files/Historical_Chart_Final_Version%20in%20Word_0.pdf).",,,,X,X,,,X,,,,,,,
1873-03-25,1873-03-25,401563,Bogy,bribery and corruption in the election,"Bogy faced an allegation of bribery and corruption in the election. On Mar. 25, 1873, the Committee on Privileges and Elections recommended no further action and the Senate [voted to adopt committee report](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=230).",X,,,,X,,,,,,,,,,
1873-02-27,1873-02-27,400815,Allison,bribery and corruption in management of Union Pacific Railroad and Credit Mobilier of America,"Allison faced an allegation of bribery and corruption in management of Union Pacific Railroad and Credit Mobilier of America. On Feb. 27, 1873, the Morrill Committee made no recommendation.",X,,,,X,,,,,,,,,,
1873-02-27,1873-02-27,401242,Bayard,bribery and corruption in management of Union Pacific Railroad and Credit Mobilier of America,"Bayard faced an allegation of bribery and corruption in management of Union Pacific Railroad and Credit Mobilier of America. On Feb. 27, 1873, the Morrill Committee made no recommendation.",X,,,,X,,,,,,,,,,
1873-02-27,1873-02-27,401636,Boutwell,bribery and corruption in management of Union Pacific Railroad and Credit Mobilier of America,"Boutwell faced an allegation of bribery and corruption in management of Union Pacific Railroad and Credit Mobilier of America. On Feb. 27, 1873, the Morrill Committee made no recommendation.",X,,,,X,,,,,,,,,,
1873-02-27,1873-03-04,402755,Colfax,bribery and corruption in management of Union Pacific Railroad and Credit Mobilier of America,"Colfax faced an allegation of bribery and corruption in management of Union Pacific Railroad and Credit Mobilier of America. On Feb. 27, 1873, the Morrill Committee made no recommendation. On Feb. 20, 1873, the House of Representatives impeachment resolution was introduced. On Mar. 4, 1873, his [term as Vice President and President of the Senate ended](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=223).",X,,,,X,,,,,,,,,,
1873-02-27,1873-03-04,405090,Harlan,bribery and corruption in management of Union Pacific Railroad and Credit Mobilier of America,"Harlan faced an allegation of bribery and corruption in management of Union Pacific Railroad and Credit Mobilier of America. On Feb. 27, 1873, the Morrill Committee recommended censure. On Mar. 4, 1873, his term ended.",X,,,,X,,,,,,,,,,
1873-02-27,1873-02-27,406894,Logan,bribery and corruption in management of Union Pacific Railroad and Credit Mobilier of America,"Logan faced an allegation of bribery and corruption in management of Union Pacific Railroad and Credit Mobilier of America. On Feb. 27, 1873, the Morrill Committee dismissed the charges.",X,,,,X,,,,,,,,,,
1873-02-27,1873-02-27,402807,Conkling,bribery and corruption in management of Union Pacific Railroad and Credit Mobilier of America,"Conkling faced an allegation of bribery and corruption in management of Union Pacific Railroad and Credit Mobilier of America. On Feb. 27, 1873, the Morrill Committee dismissed the charges.",X,,,,X,,,,,,,,,,
1873-02-27,1873-02-27,411739,Wilson,bribery and corruption in management of Union Pacific Railroad and Credit Mobilier of America,"Wilson faced an allegation of bribery and corruption in management of Union Pacific Railroad and Credit Mobilier of America. On Feb. 27, 1873, the Morrill Committee no formal recommendation, but he was reprimanded in report.",X,,,,X,,,,,,,,X,,
1873-02-27,1873,408528,Patterson,corruption in Credit Mobilier stock share purchases,"Patterson faced an allegation of corruption in Credit Mobilier stock share purchases. On Feb. 27, 1873, the Morrill Committee made an unanimous recommendation of expulsion. In 1873, the Senate [took no action due to expiration of Patterson's term](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=223).",X,,,,X,,,,,,,,,,
1872-06-03,1873-03-03,408814,Pomeroy,bribery to secure votes for a Senate seat,"Pomeroy faced an allegation of bribery to secure votes for a Senate seat. On Jun. 3, 1872, the Committee on Privileges and Elections dismissed the charges. On Mar. 3, 1873, having lost re-election, Pomeroy requested another investigation and the special committee investigating issued majority and minority reports. However, because the report came on the last day of his term, [no further action was taken](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=208).",X,,,,X,,,,,,,,,,
1873-02-17,1873-03-24,402188,Caldwell,bribery to secure votes for a Senate seat,"Caldwell faced an allegation of bribery to secure votes for a Senate seat. On Feb. 17, 1873, the committee reported unanimously that Caldwell had bribed legislators for their votes and recommended a declaration of a voided election. On Mar. 24, 1873, he [resigned before a Senate vote](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=208).",X,,,,X,,,,,,,,,X,
1873-02-26,1873-03-25,402635,Clayton,corruption while governor of Arkansas,"Clayton faced an allegation of corruption while governor of Arkansas. On Feb. 26, 1873, the charges were dismissed. On Mar. 25, 1873, the Senate [accepted the committee report 33-6](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=204).",X,,,,X,,,,,,,,,,
1873-02-13,1873-02-27,401838,Brooks,soliciting and accepting 50 shares of Credit Mobilier stock at undervalued price,"Brooks faced an allegation of soliciting and accepting 50 shares of Credit Mobilier stock at undervalued price. On Feb. 13, 1873, a special committee recommended expulsion. On Feb. 27, 1873, the House of Representatives [censured him, 174-32](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj07364))).",X,,,,X,,,X,,,,,,,
1873-02-18,1873-02-27,400830,Ames,selling $33 million in Credit Mobilier stock to members of Congress and officials of the executive branch at undervalued price with intent to influence votes and decisions of the members,"Ames faced an allegation of selling $33 million in Credit Mobilier stock to members of Congress and officials of the executive branch at undervalued price with intent to influence votes and decisions of the members. On Feb. 18, 1873, a special committee recommended expulsion but the Judiciary committee recommended against expulsion because the acts in question occurred three years before his election to the 42nd Congress. On Feb. 27, 1873, the House of Representatives [censured him, 182- 36](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj07364))).",X,,,,X,,,X,,,,,,,
1870-03-16,1870-03-16,402130,Butler,accepting money for recommending appointment to military academy,"Butler faced an allegation of accepting money for recommending appointment to military academy. On Mar. 16, 1870, the Committee on Military Affairs recommended censure. On Mar. 16, 1870, the House of Representatives [censured him, 150-0](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj06970))).",X,,,,X,,,X,,,,,,,
1870-02-28,1870-03-01,403416,Deweese,accepting money for recommending appointment to military academy,"Deweese faced an allegation of accepting money for recommending appointment to military academy. On Feb. 28, 1870, he [resigned](https://ethics.house.gov/sites/ethics.house.gov/files/Historical_Chart_Final_Version%20in%20Word_0.pdf). On Mar. 1, 1870, the Committee on Military Affairs recommended censure and the House of Representatives [censured him, 170-0](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj06957))).",X,,,,X,,,X,,,,,,X,
1870-02-25,1870-02-25,409143,Revels,"officially, not holding citizenship for the required nine years at the time of presenting his credentials to the Senate on February 23, 1870 in order to become the first black American to serve there. However, based on the racist arguments offered during debate on the issue, the allegation was actually that he was black","Revels faced an allegation of, officially, not holding citizenship for the required nine years at the time of presenting his credentials to the Senate on February 23, 1870 in order to become the first black American to serve there. However, based on the racist arguments offered during debate on the issue, the allegation was actually that he was black. On Feb. 25, 1870, the [Senate voted to accept his credentials 48-8](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=187).",,,X,,X,,,,,,,,,,
1870-02-21,1870-06-21,411586,Whittemore,selling appointments to military academies,"Whittemore faced an allegation of selling appointments to military academies. On Feb. 21, 1870, the Committee on Military Affairs recommended expulsion. On Feb. 24, 1870, the House of Representatives [censured him, 187-0](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj06954))). On Jun. 21, 1870, he resigned prior to censure, but then was reelected to the same session of the House and then excluded from the House again, [130-76](https://ethics.house.gov/sites/ethics.house.gov/files/Historical_Chart_Final_Version%20in%20Word_0.pdf).",X,,,,X,,,X,,X,,,,X,
1869-02-04,1869-02-04,405563,Holbrook,"accusing another member of lying during debate on February 4, 1869","Holbrook faced an allegation of accusing another member of lying during debate on February 4, 1869. On Feb. 4, 1869, he was [censured by the Speaker with no recorded vote](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj06737))).",,,,X,X,,,X,,,,,,,
1868-01-15,1868-01-15,411846,Wood,"describing Reconstruction legislation as a “monstrosity” on January 15, 1868","Wood faced an allegation of describing Reconstruction legislation as a “monstrosity” on January 15, 1868 and that day the House of Representatives [censured him, 114-39](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj06627))).",,,,X,X,,,X,,,,,,,
1867-01-26,1867-01-26,405826,Hunter,"accusing another member of lying during debate on January 26, 1867","Hunter faced an allegation of accusing another member of lying during debate on January 26, 1867 and on that day the House of Representatives [censured him, 77-33](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj06436))).",,,,X,X,,,X,,,,,,,
1866-07-02,1866-12-03,409429,Rousseau,assaulting Rep. Grinnell with a cane outside the Capitol for an alleged insult spoken in debate,"Rep. Rousseau faced an allegation of assaulting Rep. Grinnell with a cane outside the Capitol for an alleged insult spoken in debate. On Jul. 2, 1866, a special committee recommended expulsion. On Jul. 17, 1866, the House of Representatives [censured him, 89-30](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj063168))). On Jul. 21, 1866, he resigned. On Dec. 3, 1866, he was [re-elected to fill the vacancy his own resignation created](http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000468).",,X,,,X,,,X,,,,,,X,
1866-05-14,1866-05-14,402444,Chanler,"“[A]ttempted a gross insult to the House” by proposing a resolution supporting vetoes issued by President Johnson on May 14, 1864","Chanler faced an allegation of “[A]ttempted a gross insult to the House” by proposing a resolution supporting vetoes issued by President Johnson on May 14, 1864 and on the same day the House of Representatives [censured him, 72-30](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj063116))).",,,,X,X,,,X,,,,,,,
1864-04-14,1864-04-14,406901,Long,"supporting recognition of the independence of the Confederacy in speech on floor of the House on April 8, 1864","Long faced an allegation of supporting recognition of the independence of the Confederacy in speech on floor of the House on April 8, 1864 and on the same day the House of Representatives [censured him, 80- 70](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj06190))).",,,,X,X,,,X,,,,,,,
1864-04-14,1864-04-14,405110,Harris,"encouraging the Confederacy on April 9, 1864 during House debate on resolution to expel Long","Harris faced an allegation of encouraging the Confederacy on April 9, 1864 during House debate on resolution to expel Long. On Apr. 14, 1864, the House of Representatives [censured him, 98-20](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj06187))).",,,,X,X,,,X,,,,,,,
1861-12-03,1861-12-03,402065,Burnett,open rebellion against the government of the United States,"Burnett faced an allegation of open rebellion against the government of the United States. On Dec. 3, 1861, the House of Representatives [expelled him, but no vote recorded](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj0594))).",,X,,,X,,,,,,X,,,,
1861-12-02,1861-12-02,409126,Reid,taking up arms against the government of the United States,"Reid faced an allegation of taking up arms against the government of the United States. On Dec. 2, 1861, the House of Representatives [expelled him, but no vote recorded)](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj0593))).",,X,,,X,,,,,,X,,,,
1861-07-13,1861-07-13,402579,Clark,taking up arms against the government of the United States,"Clark faced an allegation of taking up arms against the government of the United States. On Jul. 13, 1861, the House of Representatives [expelled him, 94-45](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj05811))).",,X,,,X,,,,,,X,,,,
1862-07-14,1862-08-15,409911,Simmons,corruption,"Simmons faced an allegation of corruption. On Jul. 14, 1862, the Senate Committee on the Judiciary recommended that Senate take such action as it deemed appropriate, but also that the charges were all true. On Aug. 15, 1862, he [resigned](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=149).",X,,,,X,,,,,,,,,X,
1862-02-27,1862-06-06,410275,Stark,disloyalty to the Union,"Stark faced an allegation of disloyalty to the Union. On Feb. 27, 1862, the Senate voted to seat him 26-19 since his public statements came before he was in the Senate. On Feb. 28, 1862, Stark requested another investigation, presumably to more fully exonerate him. On Apr. 22, 1862, the committee reported that based on Stark's public statements, he supported the rebellion and Charles Sumner introduced a resolution to expel him. On Jun. 6, 1862, the Senate expulsion vote was defeated 21-16, apparently because Stark had only a few more months to serve.",,X,,,X,,,,,,,,,,
1862-01-13,1863-02-05,401792,Bright,disloyalty to the Union,"Bright faced an allegation of disloyalty to the Union. On Jan. 13, 1862, the Senate Committee on the Judiciary recommended against expulsion. On Feb. 5, 1863, the Senate [expelled him, 32-14](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=140).",,X,,,X,,,,,,X,,,,
1862-01-09,1862-01-10,406074,Johnson,disloyalty to the Union,"Johnson faced an allegation of disloyalty to the Union. On Jan. 9, 1862, the Senate Committee on the Judiciary recommended expulsion since he had not appeared that session and was rumored to be a Confederate officer. On Jan. 10, 1862, the Senate [expelled him, 35-0](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=138).",,X,,,X,,,,,,X,,,,
1862-01-09,1862-01-10,408804,Polk,disloyalty to the Union,"Polk faced an allegation of disloyalty to the Union. On Jan. 9, 1862, the Senate Committee on the Judiciary recommended expulsion since he had not appeared that session and had written public letters urging Missouri to secede. On Jan. 10, 1862, the Senate [expelled him, 36-0](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=138).",,X,,,X,,,,,,X,,,,
1862-03-12,1862-03-14,408866,Powell,support for the Confederate rebellion,"Powell faced an allegation of support for the Confederate rebellion. On Mar. 12, 1862, the Senate Committee on the Judiciary recommended against expulsion. On Mar. 14, 1862, the Senate expulsion was defeated, 11-28",,X,,,X,,,,,,,,,,
1861-12-04,1861-12-04,401746,Breckinridge,disloyalty to the union,"Breckinridge faced an allegation of disloyalty to the union. On Dec. 4, 1861, the Senate [expelled him,  36-0](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=136).",,X,,,X,,,,,,X,,,,
1861-07-11,1861-07-11,407234,Mason,disloyalty to the Union,"Mason faced an allegation of disloyalty to the Union. On Jul. 11, 1861, the Senate [expelled him,  32-10](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=129).",,X,,,X,,,,,,X,,,,
1861-07-11,1861-07-11,405829,Hunter,disloyalty to the Union,"Hunter faced an allegation of disloyalty to the Union. On Jul. 11, 1861, the Senate [expelled him, 32-10](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=129).",,X,,,X,,,,,,X,,,,
1861-07-11,1861-07-11,402658,Clingman,disloyalty to the Union,"Clingman faced an allegation of disloyalty to the Union. On Jul. 11, 1861, the Senate [expelled him, 32-10](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=129).",,X,,,X,,,,,,X,,,,
1861-07-11,1861-07-11,401718,Bragg,disloyalty to the Union,"Bragg faced an allegation of disloyalty to the Union. On Jul. 11, 1861, the Senate [expelled him, 32-10](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=129).",,X,,,X,,,,,,X,,,,
1861-07-11,1861-07-11,402487,Chesnut,disloyalty to the Union,"Chesnut faced an allegation of disloyalty to the Union. On Jul. 11, 1861, the Senate [expelled him, 32-10](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=129).",,X,,,X,,,,,,X,,,,
1861-07-11,1861-07-11,408181,Nicholson,disloyalty to the Union,"Nicholson faced an allegation of disloyalty to the Union. On Jul. 11, 1861, the Senate [expelled him, 32-10](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=129).",,X,,,X,,,,,,X,,,,
1861-07-11,1861-07-11,409721,Sebastian,disloyalty to the Union,"Sebastian faced an allegation of disloyalty to the Union. On Jul. 11, 1861, the Senate [expelled him, 32-10](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=129).",,X,,,X,,,,,,X,,,,
1861-07-11,1861-07-11,407777,Mitchel,disloyalty to the Union,"Mitchel faced an allegation of disloyalty to the Union. On Jul. 11, 1861, the Senate [expelled him, 32-10](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=129).",,X,,,X,,,,,,X,,,,
1861-07-11,1861-07-11,405331,Hemphill,disloyalty to the Union,"Hemphill faced an allegation of disloyalty to the Union. On Jul. 11, 1861, the Senate [expelled him, 32-10](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=129).",,X,,,X,,,,,,X,,,,
1861-07-11,1861-07-11,411604,Wigfall,disloyalty to the Union,"Wigfall faced an allegation of disloyalty to the Union. On Jul. 11, 1861, the Senate [expelled him, 32-10](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=129).",,X,,,X,,,,,,X,,,,
1861-03-04,1861-03-04,402618,Clay,disloyalty to the Union,"Clay faced an allegation of disloyalty to the Union. On Mar. 4, 1861, the Senate [voted to pronounce his seat vacant after he withdrew from the Senate in the wake of Secession](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=123).",,X,,,X,,,,,,,,,,
1861-03-04,1861-03-04,410886,Toombs,disloyalty to the Union,"Toombs faced an allegation of disloyalty to the Union. On Mar. 4, 1861, the Senate [voted to pronounce his seat vacant after he withdrew from the Senate in the wake of Secession](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=123).",,X,,,X,,,,,,,,,,
1861-03-04,1861-03-04,403249,Davis,disloyalty to the Union,"Davis faced an allegation of disloyalty to the Union. On Mar. 4, 1861, the Senate [voted to pronounce his seat vacant after he withdrew from the Senate in the wake of Secession](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=123).",,X,,,X,,,,,,,,,,
1861-03-04,1861-03-04,401857,Brown,disloyalty to the Union,"Brown faced an allegation of disloyalty to the Union. On Mar. 4, 1861, the Senate [voted to pronounce his seat vacant after he withdrew from the Senate in the wake of Secession](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=123).",,X,,,X,,,,,,,,,,
1861-03-04,1861-03-04,412161,Mallory,disloyalty to the Union,"Mallory faced an allegation of disloyalty to the Union. On Mar. 4, 1861, the Senate [voted to pronounce his seat vacant after he withdrew from the Senate in the wake of Secession](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=123).",,X,,,X,,,,,,,,,,
1861-03-04,1861-03-04,401357,Benjamin,disloyalty to the Union,"Benjamin faced an allegation of disloyalty to the Union. On Mar. 4, 1861, the Senate [voted to pronounce his seat vacant after he withdrew from the Senate in the wake of Secession](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=123).",,X,,,X,,,,,,,,,,
1858-06-09,1858-06-09,409174,Rice,corruption prior to Senate term,"Rice faced an allegation of corruption prior to Senate term. On Jun. 9, 1858, the Committee on Military Affairs and the Militia reported that while he did charge more for land he sold as agent than was recorded on receipts, that this was not disqualifying and [no further action was taken](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=118).",X,,,,X,,,,,,,,,,
1858-03-22,1858-03-22,407269,Matteson,corruption during a preceding Congress,"Matteson faced an allegation of corruption during a preceding Congress. On Mar. 22, 1858, a [special committee recommended no further action](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj05470))). On Mar. 22, 1858, the [expulsion resolution was tabled, 96-69](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj05474))).",X,,,,X,,,,,,,,,,
1857-03-09,1857-03-13,402226,Cameron,election irregularities and electoral misconduct,"Cameron faced an allegation of election irregularities and electoral misconduct. On Mar. 9, 1857, Cameron asked for a Judiciary Committee investigation. On Mar. 13, 1857, the Senate Committee on the Judiciary [dismissed the charges](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=114).",,,X,,X,,,,,,,,,,
1857-02-19,1857-02-28,403762,Edwards,accepting money for supporting legislation,"Edwards faced an allegation of accepting money for supporting legislation. On Feb. 19, 1857, a [special committee recommended expulsion in the majority report](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj05363))). On Feb. 28, 1857, the House of Representatives [expulsion resolution was tabled after his resignation](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj05370))).",X,,,,X,,,,,,,,,X,
1857-02-19,1857-02-27,407269,Matteson,“defam[ing] character of House” by accepting money in exchange for supporting the Minnesota land bill,"Matteson faced an allegation of “defam[ing] character of House” by accepting money in exchange for supporting the Minnesota land bill. On Feb. 19, 1857, a [special committee recommended expulsion in the majority report, but the minority report found committee lacked jurisdiction](https://digital.library.unt.edu/ark:/67531/metadc30796/m1/280/?q=expulsion). On Feb. 27, 1857, the House of Representatives [censured him, 145-17 while the expulsion resolution was tabled](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj05370))). On Feb. 27, 1857, he resigned prior to House action; reelected later in 1857.",X,,,,X,,,X,,,,,,X,
1857-02-19,1857-02-28,404545,Gilbert,accepting money for supporting the Minnesota land bill,"Gilbert faced an allegation of accepting money for supporting the Minnesota land bill. On Feb. 19, 1857, a [special committee recommended expulsion in the majority report](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj05363))). On Feb. 28, 1857, in the House of Representatives the [expulsion resolution was tabled after his resignation](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj05370))).",X,,,,X,,,,,,,,,X,
1857-02-19,1857-02-28,411434,Welch,accepting money for supporting the Minnesota land bill,"Welch faced an allegation of accepting money for supporting the Minnesota land bill. On Feb. 19, 1857, a [special committee recommended expulsion in the majority report](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj05363))). On Feb. 28, 1857, the House of Representatives [found insufficient evidence to expel him, 119-42](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj05370))).",X,,,,X,,,,,,,,,,
1856-06-02,1856-08-06,406224,Keitt,complicity in the assault on Sumner,"Keitt faced an allegation of complicity in the assault on Sumner. On Jun. 2, 1856, a [select committee recommended censure in a majority report](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj05222))). On Jul. 15, 1856, the House of Representatives [censured him,  106-96](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj05255))). On Jul. 16, 1856, he resigned after the vote. On Aug. 6, 1856, he was reelected.",,X,,,X,,,X,,,,,,X,
1856-06-02,1856-07-15,403753,Edmundson,complicity in the assault on Sumner,"Edmundson faced an allegation of complicity in assault on Sumner. On Jun. 2, 1856, a [select committee recommended censure in a majority report](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj05222))). On Jul. 15, 1856, the House of Representatives [censure resolution failed, 60-136](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj05255))).",,X,,,X,,,,,,,,,,
1856-06-02,1856-08-01,401842,Brooks,assaulting Sen. Sumner on the Senate floor after the Senate had adjourned for the day,"Brooks faced an allegation of assaulting Sen. Sumner on the Senate floor after the Senate had adjourned for the day. On Jun. 2, 1856, a [select committee recommended expulsion](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj05222))). On Jul. 14, 1856, the House of Representatives [failed to expel him, 121-95](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj05254))). On Jul. 15, 1856, he [resigned after the expulsion vote](http://history.house.gov/People/Listing/B/BROOKS,-Preston-Smith-(B000885)/). On Aug. 1, 1856, he was [re-elected to fill the vacancy he created](http://history.house.gov/People/Listing/B/BROOKS,-Preston-Smith-(B000885)/).",,X,,,X,,,,,,,,,X,
1856-05-15,1856-07,405389,Herbert,"fatally shooting a hotel waiter who refused him after-hours breakfast service for which he was arrested on May 8, 1856 and imprisoned prior to trial","Herbert faced an allegation of fatally shooting a hotel waiter who refused him after-hours breakfast service for which he was arrested on May 8, 1856 and imprisoned prior to trial. On May. 15, 1856, the House of Representatives [tabled the resolution to refer the case to Judiciary Committee, 79-70](https://memory.loc.gov/cgi-bin/query/r?ammem/hlaw:@field(DOCID+@lit(hj05211))). In Jan. 1856, he was [acquitted](https://ethics.house.gov/sites/ethics.house.gov/files/Historical_Chart_Final_Version%20in%20Word_0.pdf).",,X,,,X,,,,,,,,,,
1850-06-30,1850-06-30,401389,Benton,"breach of comity on April 17, 1850 threatening Foote","Benton faced an allegation of breach of comity on April 17, 1850 for threatening Foote. On Jun. 30, 1850, a [committee recommended no further action against Benton or Foote since Foote had no intention of actually shooting and Benton had been threatening but hadn't acted](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=91).",,,,X,X,,,,,,,,,,
1850-06-30,1850-06-30,404204,Foote,"breach of comity on April 17, 1850 when, feeling threatened by Benton, Foote started brandishing his pistol","Foote faced an allegation of breach of comity on April 17, 1850 when, feeling threatened by Benton, Foote started brandishing his pistol. On Jun. 30, 1850, a [committee recommended no further action against Benton or Foote since Foote had no intention of actually shooting and Benton had been threatening but hadn't acted](https://hdl.handle.net/2027/umn.31951p00933065r?urlappend=%3Bseq=91).",,,,X,X,,,,,,,,,,
